regime,a_error_sd,b_error_sd,participant,t,learn_auc,transfer_auc
lazy_50,8,8,sim_study1_near_sub47,5354,0.0,328.57878491466397
lazy_50,8,8,sim_study1_near_sub53,4520,170.96873686536549,2383.388396527977
lazy_50,8,8,sim_study2_near_sub19,109,1697.941690038613,7041.152380903129
lazy_50,8,8,sim_study2_near_sub31,4992,0.0,3302.268499417482
lazy_50,8,8,sim_study2_near_sub27,5468,1579.5386752417774,1318.481288084962
lazy_50,8,8,sim_study2_near_sub33,5332,410.71517241810955,155.68250360403715
lazy_50,8,8,sim_study1_near_sub45,4008,997.6430806213139,1002.8724790006199
lazy_50,8,8,sim_study1_near_sub50,118,307.7174162519227,1097.1621548566886
lazy_50,8,8,sim_study2_near_sub32,5144,310.46217807697104,3627.423581365704
lazy_50,8,8,sim_study2_near_sub26,5334,177.83401605352935,1407.199002543208
lazy_50,8,8,sim_study2_near_sub17,5291,0.0,2880.594986389303
lazy_50,8,8,sim_study1_near_sub49,4572,552.3360506791698,2177.6221193326323
lazy_50,8,8,sim_study1_near_sub2,5264,374.70232447788294,2993.7309940807395
lazy_50,8,8,sim_study2_near_sub7,5442,41.66086405622059,1055.2178310334878
lazy_50,8,8,sim_study2_near_sub6,5114,0.0,3175.0757700021204
lazy_50,8,8,sim_study1_near_sub74,115,268.0101416779779,2066.7051184260067
lazy_50,8,8,sim_study2_near_sub16,4539,0.0,2874.9145670288594
lazy_50,8,8,sim_study2_near_sub28,5265,572.5621916369962,849.057492594786
lazy_50,8,8,sim_study2_near_sub14,98,1454.0138042172803,1691.8006497354015
lazy_50,8,8,sim_study1_near_sub1,94,222.93561597950705,3040.0393369145736
lazy_50,8,8,sim_study2_near_sub4,128,84.60843694912587,4442.290435667656
lazy_50,8,8,sim_study1_near_sub63,5485,211.78827999347823,686.6697053332871
lazy_50,8,8,sim_study2_near_sub15,4903,332.6284025213921,2087.1076693611976
lazy_50,8,8,sim_study2_near_sub11,141,693.8074464451174,1962.4250923347088
lazy_50,8,8,sim_study2_near_sub39,5392,688.0276918290785,2251.5021634956124
lazy_50,8,8,sim_study1_near_sub67,5378,344.24872263016874,317.5594405312406
lazy_50,8,8,sim_study1_near_sub4,5240,819.8006085056254,2799.227367809203
lazy_50,8,8,sim_study2_near_sub1,3869,222.1479479664983,0.19544376098783672
lazy_50,8,8,sim_study1_near_sub5,4872,818.1771459108693,2808.5624610724476
lazy_50,8,8,sim_study1_near_sub66,4883,82.67410276089566,432.5359239136179
lazy_50,8,8,sim_study1_near_sub72,5349,307.7718766114069,1168.404274122611
lazy_50,8,8,sim_study2_near_sub38,110,553.711844852445,8281.750031257969
lazy_50,8,8,sim_study2_near_sub12,5434,467.5867710683867,1373.7200620009098
lazy_50,8,8,sim_study1_near_sub70,1952,348.91853442458375,4076.727151160072
lazy_50,8,8,sim_study1_near_sub58,5028,886.2567222591462,7064.082503338266
lazy_50,8,8,sim_study1_near_sub7,4317,0.0076755177772911826,2022.8486374018332
lazy_50,8,8,sim_study2_near_sub2,3277,351.9439144608488,1550.767684758299
lazy_50,8,8,sim_study1_near_sub6,5259,388.7151465070686,605.7793726777799
lazy_50,8,8,sim_study1_near_sub59,4594,300.1756715785125,3130.8791468617287
lazy_50,8,8,sim_study1_near_sub71,5520,521.1707583376021,0.020043758003157552
lazy_50,8,8,sim_study2_near_sub75,5416,101.12418148271422,1412.457799012542
lazy_50,8,8,sim_study2_near_sub61,4971,840.0463372796721,1043.0006093243542
lazy_50,8,8,sim_study2_near_sub63,113,669.9003629986207,3301.9031092696805
lazy_50,8,8,sim_study1_near_sub29,4548,505.9124358807293,3422.1505062709075
lazy_50,8,8,sim_study1_near_sub15,5108,59.93718219737207,2036.1251385050934
lazy_50,8,8,sim_study1_near_sub14,5454,0.0,697.8888249765149
lazy_50,8,8,sim_study1_near_sub28,3631,0.0,41.871984526084994
lazy_50,8,8,sim_study2_near_sub72,5083,583.6059932681742,576.0735753633617
lazy_50,8,8,sim_study2_near_sub66,4588,0.0,960.2370813092165
lazy_50,8,8,sim_study1_near_sub10,4858,20.546896535243473,0.679673842014745
lazy_50,8,8,sim_study1_near_sub38,728,1157.5342492966734,5566.407107694318
lazy_50,8,8,sim_study1_near_sub39,4720,149.3929431560519,1614.8527421028364
lazy_50,8,8,sim_study2_near_sub73,5322,528.4606378319163,1472.3835912262145
lazy_50,8,8,sim_study2_near_sub65,5485,0.0,1539.6285053103434
lazy_50,8,8,sim_study2_near_sub71,5342,352.0131232611601,987.0565056571162
lazy_50,8,8,sim_study2_near_sub59,121,1019.6384640607225,1018.3357463016092
lazy_50,8,8,sim_study2_near_sub58,2913,0.27046066973318894,2182.6071328890876
lazy_50,8,8,sim_study2_near_sub70,151,633.3808651721233,1183.0947446228063
lazy_50,8,8,sim_study2_near_sub64,4775,9.059019266703418,1830.0201252020702
rich_50,0,0,sim_study2_near_sub41,813,362.4956844777632,21.186339066394915
rich_50,0,0,sim_study1_near_sub23,819,346.1761691230905,21.432846550953883
rich_50,0,0,sim_study1_near_sub37,847,350.3784805743467,20.19677637514348
rich_50,0,0,sim_study1_near_sub36,807,327.7522769695503,22.2743588273103
rich_50,0,0,sim_study2_near_sub68,814,374.4375902371788,20.92070862374579
rich_50,0,0,sim_study2_near_sub42,825,391.3881391350958,22.03910818897809
rich_50,0,0,sim_study1_near_sub34,801,343.17177631325217,21.64394596622636
rich_50,0,0,sim_study1_near_sub21,807,352.6568749019342,20.817725329132124
rich_50,0,0,sim_study1_near_sub35,822,383.87244745499993,21.025515923400718
rich_50,0,0,sim_study2_near_sub43,802,380.16395997497557,21.026768364571033
rich_50,0,0,sim_study2_near_sub57,807,376.17769704514353,21.00415213207404
rich_50,0,0,sim_study2_near_sub53,817,370.7330193599256,20.95503881846865
rich_50,0,0,sim_study2_near_sub47,811,382.8845766007681,21.7143747935382
rich_50,0,0,sim_study1_near_sub31,841,376.84166177309396,20.669299665124463
rich_50,0,0,sim_study1_near_sub18,828,377.3256122935111,20.669681033274777
rich_50,0,0,sim_study1_near_sub24,832,362.55992521050075,21.270438662730157
rich_50,0,0,sim_study1_near_sub30,811,376.2368869697188,20.98959879192213
rich_50,0,0,sim_study2_near_sub46,804,369.6821232838089,21.289884694106878
rich_50,0,0,sim_study2_near_sub52,809,356.5328537800366,21.444877801556142
rich_50,0,0,sim_study2_near_sub44,807,389.6253583338324,21.262928932594754
rich_50,0,0,sim_study1_near_sub26,810,373.4664380262627,21.056255768363673
rich_50,0,0,sim_study1_near_sub32,855,399.0359929156169,20.673033080995083
rich_50,0,0,sim_study1_near_sub33,804,353.61577285123894,21.559822268877177
rich_50,0,0,sim_study2_near_sub51,812,348.1356735203223,21.51513161159431
rich_50,0,0,sim_study2_near_sub45,801,370.58556898236793,21.48558080373332
rich_50,0,0,sim_study2_near_sub36,802,361.90405185335806,21.25913285805533
rich_50,0,0,sim_study1_near_sub40,813,326.080591739237,21.87582414907714
rich_50,0,0,sim_study1_near_sub54,809,370.843921619342,21.67377614552776
rich_50,0,0,sim_study1_near_sub41,802,375.43614908605264,20.940912913748374
rich_50,0,0,sim_study1_near_sub69,803,351.9945699458078,21.315920930169526
rich_50,0,0,sim_study2_near_sub37,802,383.89637960432236,20.921680193115023
rich_50,0,0,sim_study2_near_sub21,854,386.9939565742584,21.287381041081
rich_50,0,0,sim_study1_near_sub57,815,331.84875243341924,22.407569624204186
rich_50,0,0,sim_study1_near_sub43,846,344.56831046317575,21.392225480328005
rich_50,0,0,sim_study1_near_sub8,821,376.3458294579809,21.346921991991497
rich_50,0,0,sim_study1_near_sub9,803,378.700411420892,21.197058299339062
rich_50,0,0,sim_study1_near_sub56,819,369.4964164858368,21.52161937523633
rich_50,0,0,sim_study2_near_sub20,800,358.2772948844489,22.63008498574297
rich_50,0,0,sim_study2_near_sub30,805,373.4279169598543,20.91128470751768
rich_50,0,0,sim_study1_near_sub52,844,378.99435093100055,21.569127558606365
rich_50,0,0,sim_study2_near_sub8,804,388.6293838185643,20.92082649745668
rich_50,0,0,sim_study2_near_sub9,821,338.0055409820319,21.27361264048765
rich_50,0,0,sim_study1_near_sub47,840,348.0077877786218,21.30771127634992
rich_50,0,0,sim_study1_near_sub53,802,379.2477596484549,21.14550252345701
rich_50,0,0,sim_study2_near_sub19,802,372.34446621513865,21.10870588949571
rich_50,0,0,sim_study2_near_sub31,820,362.25835871051095,21.87540477591877
rich_50,0,0,sim_study2_near_sub27,802,377.4824052698757,20.98634961461648
rich_50,0,0,sim_study2_near_sub33,810,384.0248541551259,21.077281824313104
rich_50,0,0,sim_study1_near_sub45,823,387.50131970882336,21.064071340486407
rich_50,0,0,sim_study1_near_sub50,806,382.14227439098863,21.376633510397127
rich_50,0,0,sim_study2_near_sub32,817,359.59079263954385,21.30022301704933
rich_50,0,0,sim_study2_near_sub26,806,367.5936267821402,20.83999543397998
rich_50,0,0,sim_study2_near_sub17,808,346.74525877320707,21.31582043158511
rich_50,0,0,sim_study1_near_sub49,816,376.057213629434,20.884777779877183
rich_50,0,0,sim_study1_near_sub2,802,358.40431344299776,21.64267651053766
rich_50,0,0,sim_study2_near_sub7,812,375.752175664991,20.96525309390078
rich_50,0,0,sim_study2_near_sub6,808,375.1488658124924,21.23541542564829
rich_50,0,0,sim_study1_near_sub74,822,362.51587913824187,21.224204065464438
rich_50,0,0,sim_study2_near_sub16,806,371.7768011720802,21.0210960580036
rich_50,0,0,sim_study2_near_sub28,809,364.09702743771976,21.62065709040811
rich_50,0,0,sim_study2_near_sub14,805,327.4582725160118,22.11673240872721
rich_50,0,0,sim_study1_near_sub1,802,361.38038774456334,21.09372470866268
rich_50,0,0,sim_study2_near_sub4,832,355.34011453557866,22.049721268750726
rich_50,0,0,sim_study1_near_sub63,802,386.4129930305138,21.6873645497486
rich_50,0,0,sim_study2_near_sub15,808,361.2256041296397,21.203986808843908
rich_50,0,0,sim_study2_near_sub11,805,350.86121881264637,21.815875502768904
rich_50,0,0,sim_study2_near_sub39,821,374.10265464822,21.074502602374803
rich_50,0,0,sim_study1_near_sub67,836,359.0318297542162,21.413445989632358
rich_50,0,0,sim_study1_near_sub4,823,372.51919646074464,20.667329671202847
rich_50,0,0,sim_study2_near_sub1,806,378.67200453070586,20.82676040433968
rich_50,0,0,sim_study1_near_sub5,813,374.9657958443912,21.480329178087416
rich_50,0,0,sim_study1_near_sub66,811,353.3687552062105,20.945367304670313
rich_50,0,0,sim_study1_near_sub72,846,304.92631696755603,21.950594099766263
rich_50,0,0,sim_study2_near_sub38,801,377.1795012597978,21.0820720299768
rich_50,0,0,sim_study2_near_sub12,802,374.94228599987605,20.94242683065434
rich_50,0,0,sim_study1_near_sub70,804,365.15527765590514,20.89497390553976
rich_50,0,0,sim_study1_near_sub58,818,327.32892850958984,22.23284406894818
rich_50,0,0,sim_study1_near_sub7,826,337.9899041702931,21.651225230159852
rich_50,0,0,sim_study2_near_sub2,826,372.67017281013625,21.06852753063043
rich_50,0,0,sim_study1_near_sub6,828,368.40101683136874,21.245733626559375
rich_50,0,0,sim_study1_near_sub59,827,371.53629954670794,21.888196515974897
rich_50,0,0,sim_study1_near_sub71,807,378.30496358161344,20.746546902849026
rich_50,0,0,sim_study2_near_sub75,803,369.52715963960657,21.143239909193163
rich_50,0,0,sim_study2_near_sub61,807,373.3375834006478,20.79549208677684
rich_50,0,0,sim_study2_near_sub63,803,381.19854128055783,21.106910701903203
rich_50,0,0,sim_study1_near_sub29,832,371.3531853382194,20.610832602903248
rich_50,0,0,sim_study1_near_sub15,834,392.2574913072281,21.12917057921489
rich_50,0,0,sim_study1_near_sub14,821,333.32124725764584,22.135884127145015
rich_50,0,0,sim_study1_near_sub28,820,363.0601517029115,21.383075523780036
rich_50,0,0,sim_study2_near_sub72,805,380.04333277310883,21.07875129288683
rich_50,0,0,sim_study2_near_sub66,814,368.2056519867586,21.021455734937142
rich_50,0,0,sim_study1_near_sub10,814,365.11435916600215,21.12776645620664
rich_50,0,0,sim_study1_near_sub38,834,366.1678640740346,21.735749967365216
rich_50,0,0,sim_study1_near_sub39,837,385.5934567107921,21.309882829214136
rich_50,0,0,sim_study2_near_sub73,806,353.47470478848777,21.402148032560945
rich_50,0,0,sim_study2_near_sub65,802,385.23731347898513,20.957988874862593
rich_50,0,0,sim_study2_near_sub71,839,384.86436167258336,20.848863546829673
rich_50,0,0,sim_study2_near_sub59,821,372.27918773797927,20.762058176938446
rich_50,0,0,sim_study2_near_sub58,812,361.4930660656416,21.20377384039263
rich_50,0,0,sim_study2_near_sub70,824,366.5139524332382,21.65889164966842
rich_50,0,0,sim_study2_near_sub64,802,343.7824435271658,21.008985918791343
rich_50,0,8,sim_study2_near_sub41,771,301.572730577682,24.04955939872501
rich_50,0,8,sim_study1_near_sub23,822,353.37476909752905,22.29772368703658
rich_50,0,8,sim_study1_near_sub37,848,336.9874485228676,21.337778325782466
rich_50,0,8,sim_study1_near_sub36,814,311.61132164399777,23.74663051012903
rich_50,0,8,sim_study2_near_sub68,837,406.3482158199538,20.985983907959117
rich_50,0,8,sim_study2_near_sub42,823,361.8795218152087,24.244468299640964
rich_50,0,8,sim_study1_near_sub34,823,334.6987022851321,23.0708980595693
rich_50,0,8,sim_study1_near_sub21,802,337.59398066899087,22.211883893112347
rich_50,0,8,sim_study1_near_sub35,866,456.083779880263,19.78285459317267
rich_50,0,8,sim_study2_near_sub43,822,393.8118564977248,21.387997223095343
rich_50,0,8,sim_study2_near_sub57,830,399.0522245805505,21.084114995878195
rich_50,0,8,sim_study2_near_sub53,858,419.32820311019896,20.33554344096531
rich_50,0,8,sim_study2_near_sub47,806,355.40793599206603,23.641457717927793
rich_50,0,8,sim_study1_near_sub31,862,373.9644971865925,21.91971691049014
rich_50,0,8,sim_study1_near_sub18,794,319.36635429823696,24.190683824072284
rich_50,0,8,sim_study1_near_sub24,895,404.85133868144896,21.12601476274431
rich_50,0,8,sim_study1_near_sub30,813,355.9948675177618,22.69046159343173
rich_50,0,8,sim_study2_near_sub46,758,300.71219381042727,24.789392390009017
rich_50,0,8,sim_study2_near_sub52,845,382.8098774402754,21.686891384081292
rich_50,0,8,sim_study2_near_sub44,814,403.62283476469054,22.312791366161157
rich_50,0,8,sim_study1_near_sub26,803,351.33879074115833,22.980481483011193
rich_50,0,8,sim_study1_near_sub32,874,415.85371336940625,21.15574254716436
rich_50,0,8,sim_study1_near_sub33,800,325.8008713605685,23.690401061003406
rich_50,0,8,sim_study2_near_sub51,814,348.0330688589371,22.66620956600333
rich_50,0,8,sim_study2_near_sub45,836,418.482757952126,20.995470165430255
rich_50,0,8,sim_study2_near_sub36,834,401.22384826031345,20.81680470202118
rich_50,0,8,sim_study1_near_sub40,825,327.5447244153447,22.958270844724026
rich_50,0,8,sim_study1_near_sub54,803,357.07528679869,23.01978937163949
rich_50,0,8,sim_study1_near_sub41,757,291.90347079889347,24.634181680406133
rich_50,0,8,sim_study1_near_sub69,835,368.63029337929476,21.745703610063835
rich_50,0,8,sim_study2_near_sub37,816,406.1267383757201,21.282307230277603
rich_50,0,8,sim_study2_near_sub21,980,539.3965901557999,17.773065834057824
rich_50,0,8,sim_study1_near_sub57,807,299.8916283026615,24.388632248124726
rich_50,0,8,sim_study1_near_sub43,851,370.3131311144093,21.517863858273873
rich_50,0,8,sim_study1_near_sub8,859,405.5493638741523,21.239826787107937
rich_50,0,8,sim_study1_near_sub9,804,369.1473543503374,22.63319772901013
rich_50,0,8,sim_study1_near_sub56,865,432.84039277083923,20.529415177460763
rich_50,0,8,sim_study2_near_sub20,791,342.15514650597606,23.98370863059536
rich_50,0,8,sim_study2_near_sub30,847,402.56132732279747,21.12794210218514
rich_50,0,8,sim_study1_near_sub52,827,345.67268260748745,23.92482066641872
rich_50,0,8,sim_study2_near_sub8,814,399.0621707597202,21.467931010574098
rich_50,0,8,sim_study2_near_sub9,850,367.2086407444217,21.704854973778122
rich_50,0,8,sim_study1_near_sub47,866,329.1607360550817,23.0844580949905
rich_50,0,8,sim_study1_near_sub53,831,416.97416737885334,20.737880896497515
rich_50,0,8,sim_study2_near_sub19,805,372.9645864299337,22.180538724176582
rich_50,0,8,sim_study2_near_sub31,825,367.6121145840344,22.566808059873683
rich_50,0,8,sim_study2_near_sub27,828,412.2802540447723,20.782337615949412
rich_50,0,8,sim_study2_near_sub33,778,332.16649232224063,23.490070708282293
rich_50,0,8,sim_study1_near_sub45,831,380.4258036758215,22.09524895669892
rich_50,0,8,sim_study1_near_sub50,839,407.2868730895913,21.42896743143598
rich_50,0,8,sim_study2_near_sub32,773,296.12961947559285,24.604589069634677
rich_50,0,8,sim_study2_near_sub26,819,380.13091343776057,21.302505654407042
rich_50,0,8,sim_study2_near_sub17,831,365.232697034574,21.62161663553367
rich_50,0,8,sim_study1_near_sub49,821,366.9100312938126,22.005291810041918
rich_50,0,8,sim_study1_near_sub2,802,352.4388032065077,23.068360647931698
rich_50,0,8,sim_study2_near_sub7,835,411.4728962072674,20.842244448978455
rich_50,0,8,sim_study2_near_sub6,831,388.91588482096495,21.977928488018613
rich_50,0,8,sim_study1_near_sub74,822,353.6887336443052,22.357640197469543
rich_50,0,8,sim_study2_near_sub16,802,362.65492743445304,22.349839864888537
rich_50,0,8,sim_study2_near_sub28,792,341.29481981602174,23.330826425676545
rich_50,0,8,sim_study2_near_sub14,787,271.948369883806,25.4346901815695
rich_50,0,8,sim_study1_near_sub1,788,319.6977564034678,23.581083919977146
rich_50,0,8,sim_study2_near_sub4,836,346.84560443326404,22.945878282313547
rich_50,0,8,sim_study1_near_sub63,759,319.5562221427325,24.72446306506172
rich_50,0,8,sim_study2_near_sub15,842,392.7445247387403,21.33422076810772
rich_50,0,8,sim_study2_near_sub11,842,373.3939767453275,22.304080797700834
rich_50,0,8,sim_study2_near_sub39,845,398.26712806046794,21.13438918090736
rich_50,0,8,sim_study1_near_sub67,878,420.74425289209665,20.29845681674778
rich_50,0,8,sim_study1_near_sub4,802,332.61971015254994,22.706683627484985
rich_50,0,8,sim_study2_near_sub1,828,398.9353200647775,21.234122867789118
rich_50,0,8,sim_study1_near_sub5,814,375.9889775613083,22.511502588229874
rich_50,0,8,sim_study1_near_sub66,815,354.83163014724164,22.05181709624206
rich_50,0,8,sim_study1_near_sub72,875,335.30133665574357,22.02545030011485
rich_50,0,8,sim_study2_near_sub38,817,395.86834621632534,21.458431288289525
rich_50,0,8,sim_study2_near_sub12,831,398.9407696207661,21.070370067997523
rich_50,0,8,sim_study1_near_sub70,756,311.18634016152134,23.435345223437373
rich_50,0,8,sim_study1_near_sub58,828,323.7058973328273,23.32136669587344
rich_50,0,8,sim_study1_near_sub7,858,360.61220295453734,21.934569108579307
rich_50,0,8,sim_study2_near_sub2,889,467.8232052345843,19.04385294827322
rich_50,0,8,sim_study1_near_sub6,827,343.7650343276558,23.201632488643128
rich_50,0,8,sim_study1_near_sub59,862,402.0910089971174,21.7091786303247
rich_50,0,8,sim_study1_near_sub71,828,376.5441179238649,21.591882500611245
rich_50,0,8,sim_study2_near_sub75,832,419.2952693878974,20.605848292292407
rich_50,0,8,sim_study2_near_sub61,812,361.8187821338082,21.984314324210086
rich_50,0,8,sim_study2_near_sub63,810,394.2272308898085,21.773616786301137
rich_50,0,8,sim_study1_near_sub29,880,406.8735684487137,20.439768547968317
rich_50,0,8,sim_study1_near_sub15,813,381.7722062470582,22.848444278134654
rich_50,0,8,sim_study1_near_sub14,846,370.54699855217234,21.857432912228006
rich_50,0,8,sim_study1_near_sub28,826,352.8794912593448,23.11137254247442
rich_50,0,8,sim_study2_near_sub72,801,351.0371815995637,22.853831354000917
rich_50,0,8,sim_study2_near_sub66,805,337.55936033026455,23.26779689487691
rich_50,0,8,sim_study1_near_sub10,825,386.8298833054739,21.438547366019336
rich_50,0,8,sim_study1_near_sub38,802,333.7702459739662,23.65010857448603
rich_50,0,8,sim_study1_near_sub39,861,407.3150857735528,21.7812700286818
rich_50,0,8,sim_study2_near_sub73,831,367.3395065164973,21.925211239078394
rich_50,0,8,sim_study2_near_sub65,829,411.4807116323424,21.190127606038004
rich_50,0,8,sim_study2_near_sub71,826,369.98431112218805,22.353935661849874
rich_50,0,8,sim_study2_near_sub59,818,354.0090114452495,22.39414436745768
rich_50,0,8,sim_study2_near_sub58,815,350.32574553961433,22.524636450968682
rich_50,0,8,sim_study2_near_sub70,827,363.55065418797494,22.91606653664882
rich_50,0,8,sim_study2_near_sub64,845,398.99010230861734,20.462833733577277
rich_50,8,0,sim_study2_near_sub41,831,337.62273601666607,21.313833902807282
rich_50,8,0,sim_study1_near_sub23,830,397.08769511526964,18.111916875575357
rich_50,8,0,sim_study1_near_sub37,869,372.2851124529234,18.592320591832202
rich_50,8,0,sim_study1_near_sub36,807,305.0282753633114,21.914354417612778
rich_50,8,0,sim_study2_near_sub68,783,384.7502835457555,18.969761683916055
rich_50,8,0,sim_study2_near_sub42,863,388.3883858565652,20.85333993667737
rich_50,8,0,sim_study1_near_sub34,787,338.2463713709134,20.215350220538678
rich_50,8,0,sim_study1_near_sub21,855,321.24020261709643,20.948756566084917
rich_50,8,0,sim_study1_near_sub35,765,388.5858769779767,19.140054076289136
rich_50,8,0,sim_study2_near_sub43,794,390.6691963614484,19.380768396053465
rich_50,8,0,sim_study2_near_sub57,810,353.1443659111811,20.44412730478992
rich_50,8,0,sim_study2_near_sub53,788,408.7901976900931,18.27654160568491
rich_50,8,0,sim_study2_near_sub47,831,328.6398148081296,22.74406319670379
rich_50,8,0,sim_study1_near_sub31,805,401.4630378301212,18.134746365218113
rich_50,8,0,sim_study1_near_sub18,816,363.46127827432304,19.74827442280948
rich_50,8,0,sim_study1_near_sub24,824,366.56697976617045,19.567771459448462
rich_50,8,0,sim_study1_near_sub30,817,308.6803933528542,22.247228316636757
rich_50,8,0,sim_study2_near_sub46,828,377.39940574803245,20.006584467366338
rich_50,8,0,sim_study2_near_sub52,784,317.4938121142018,21.080215625371782
rich_50,8,0,sim_study2_near_sub44,804,500.1142760485442,15.806203020364045
rich_50,8,0,sim_study1_near_sub26,811,358.54692959136696,20.02927741839861
rich_50,8,0,sim_study1_near_sub32,881,381.6343404304529,20.04045035224408
rich_50,8,0,sim_study1_near_sub33,809,304.18973869340994,22.13241647377921
rich_50,8,0,sim_study2_near_sub51,816,306.36171291247047,21.91452346450339
rich_50,8,0,sim_study2_near_sub45,773,404.42389710558007,18.874464346033832
rich_50,8,0,sim_study2_near_sub36,782,421.6681263410584,17.448773824982347
rich_50,8,0,sim_study1_near_sub40,797,363.1324038355304,18.559811731179554
rich_50,8,0,sim_study1_near_sub54,819,369.8133469686097,20.72695824331604
rich_50,8,0,sim_study1_near_sub41,849,416.05532669268257,18.89611007316659
rich_50,8,0,sim_study1_near_sub69,799,330.3486131244848,20.805288593036433
rich_50,8,0,sim_study2_near_sub37,794,359.14278890661564,20.366170134457448
rich_50,8,0,sim_study2_near_sub21,802,342.4698012165554,20.468545035606564
rich_50,8,0,sim_study1_near_sub57,816,339.16204291135256,20.49693234845375
rich_50,8,0,sim_study1_near_sub43,831,335.4062930984687,20.441986599502464
rich_50,8,0,sim_study1_near_sub8,802,338.5174197631054,21.399738886929114
rich_50,8,0,sim_study1_near_sub9,789,456.2544356759547,17.031415868705757
rich_50,8,0,sim_study1_near_sub56,754,367.6694318979887,19.512971022942416
rich_50,8,0,sim_study2_near_sub20,798,418.16770858676784,19.14370292710761
rich_50,8,0,sim_study2_near_sub30,790,454.44876417770115,16.4069305495359
rich_50,8,0,sim_study1_near_sub52,867,396.06625176138664,19.503943138880032
rich_50,8,0,sim_study2_near_sub8,776,488.8537117873283,15.83027720997731
rich_50,8,0,sim_study2_near_sub9,798,335.3925457904195,19.40421531018025
rich_50,8,0,sim_study1_near_sub47,871,440.5729038600896,16.845301203072694
rich_50,8,0,sim_study1_near_sub53,781,409.4885145072816,19.105249251456307
rich_50,8,0,sim_study2_near_sub19,781,356.31985004195815,19.837570132656648
rich_50,8,0,sim_study2_near_sub31,831,387.5002539806069,20.044745152924833
rich_50,8,0,sim_study2_near_sub27,802,408.2348772889561,18.284181470951687
rich_50,8,0,sim_study2_near_sub33,851,332.265404191679,22.540795340202752
rich_50,8,0,sim_study1_near_sub45,859,426.61223519399164,18.861370027065274
rich_50,8,0,sim_study1_near_sub50,808,418.6641306062366,18.49204597646991
rich_50,8,0,sim_study2_near_sub32,847,437.48214155455196,17.65067324973643
rich_50,8,0,sim_study2_near_sub26,804,336.1142924958991,20.725144389116515
rich_50,8,0,sim_study2_near_sub17,794,349.8309267016291,19.86386589524336
rich_50,8,0,sim_study1_near_sub49,829,402.5449537426679,19.04747368778723
rich_50,8,0,sim_study1_near_sub2,784,385.433740295213,18.425112288755674
rich_50,8,0,sim_study2_near_sub7,767,384.8624904248294,18.78777233051757
rich_50,8,0,sim_study2_near_sub6,790,386.36860177370875,19.481724779183665
rich_50,8,0,sim_study1_near_sub74,823,362.4666340527391,20.56593655173977
rich_50,8,0,sim_study2_near_sub16,789,323.4522863611775,21.001670189900324
rich_50,8,0,sim_study2_near_sub28,810,449.82271143876915,17.742739818586656
rich_50,8,0,sim_study2_near_sub14,833,316.45471699904033,21.231943795457482
rich_50,8,0,sim_study1_near_sub1,830,374.16153404851906,19.827177044252554
rich_50,8,0,sim_study2_near_sub4,853,322.3438800406233,22.824338730890304
rich_50,8,0,sim_study1_near_sub63,833,417.3731762765625,20.15563086213854
rich_50,8,0,sim_study2_near_sub15,793,333.9180802337811,20.54782763455684
rich_50,8,0,sim_study2_near_sub11,789,364.9983909419941,19.594796418057133
rich_50,8,0,sim_study2_near_sub39,794,438.7961296634414,17.43503140773003
rich_50,8,0,sim_study1_near_sub67,786,366.0632615045616,19.466781871067358
rich_50,8,0,sim_study1_near_sub4,864,435.92193108562253,17.89829013614605
rich_50,8,0,sim_study2_near_sub1,791,334.8566846047502,20.948712406229845
rich_50,8,0,sim_study1_near_sub5,823,318.565176092101,22.216019129411627
rich_50,8,0,sim_study1_near_sub66,819,404.0721340812023,17.758644858095796
rich_50,8,0,sim_study1_near_sub72,818,270.485071720572,21.79678515934696
rich_50,8,0,sim_study2_near_sub38,789,426.9003932066138,17.555063642809788
rich_50,8,0,sim_study2_near_sub12,793,335.2273393931606,21.27915247054771
rich_50,8,0,sim_study1_near_sub70,832,389.92192166717234,19.252620019235962
rich_50,8,0,sim_study1_near_sub58,816,394.0965754992543,18.290205887798216
rich_50,8,0,sim_study1_near_sub7,813,347.82803653173136,19.605871150580548
rich_50,8,0,sim_study2_near_sub2,752,360.67102686182807,19.67221246364837
rich_50,8,0,sim_study1_near_sub6,830,355.5484029329038,20.70576382301127
rich_50,8,0,sim_study1_near_sub59,830,336.42199572770517,21.775959767432262
rich_50,8,0,sim_study1_near_sub71,798,329.4851286334116,21.13875619609219
rich_50,8,0,sim_study2_near_sub75,767,341.5263048123183,20.366851695254446
rich_50,8,0,sim_study2_near_sub61,803,329.1248744697505,21.491543409903535
rich_50,8,0,sim_study2_near_sub63,786,400.5424991883202,18.865611426346003
rich_50,8,0,sim_study1_near_sub29,830,360.74456347286286,19.684541856062907
rich_50,8,0,sim_study1_near_sub15,816,438.5152664229166,18.024196517964203
rich_50,8,0,sim_study1_near_sub14,770,295.4925073714952,21.51697185219576
rich_50,8,0,sim_study1_near_sub28,828,285.4080094948779,22.318716319355488
rich_50,8,0,sim_study2_near_sub72,819,402.52427709822746,19.4127998718371
rich_50,8,0,sim_study2_near_sub66,834,387.0448038272167,19.058934043968712
rich_50,8,0,sim_study1_near_sub10,776,389.00038433300966,18.4728965838595
rich_50,8,0,sim_study1_near_sub38,855,329.2166869347982,22.165919653667757
rich_50,8,0,sim_study1_near_sub39,824,386.3552647434335,19.492316695364813
